System Id,System Name,System Size,Postcode,Number Of Panels,Panel Power,Panel Brand,Number Of Inverters,Inverter Power,Inverter Brand,Orientation,Array Tilt,Shade,Install Date,Latitude,Longitude,Status Interval,date,sunrise,sunset,moonrise,moonset,moon_phase,moon_illumination,maxtempC,maxtempF,mintempC,mintempF,avgtempC,avgtempF,totalSnow_cm,sunHour,uvIndex,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirDegree,winddir16Point,weatherCode,value,value.1,precipMM,precipInches,humidity,visibility,visibilityMiles,pressure,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF,chanceofrain,chanceofremdry,chanceofwindy,chanceofovercast,chanceofsunshine,chanceoffrost,chanceofhightemp,chanceoffog,chanceofsnow,chanceofthunder,uvIndex.1
334,07:03 AM,04:42 PM,04:30 PM,06:18 AM,Full Moon,97,17,62,7,44,10,50,0.0,7.0,2,1200,16,60,3,4,245,WSW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,31,10,6,1023,31,22,16,60,-1,29,16,61,3,5,16,61,0,87,0,39,86,0,0,0,0,0,5
334,07:03 AM,04:42 PM,04:30 PM,06:18 AM,Full Moon,97,17,62,7,44,10,50,0.0,7.0,2,1300,16,61,3,5,249,WSW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,31,10,6,1023,31,36,16,61,-1,30,17,62,4,6,17,62,0,83,0,42,87,0,0,0,0,0,5
334,07:03 AM,04:42 PM,04:30 PM,06:18 AM,Full Moon,97,17,62,7,44,10,50,0.0,7.0,2,1400,17,62,4,6,253,WSW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,31,10,6,1022,31,49,17,62,0,31,17,62,4,7,17,62,0,80,0,46,87,0,0,0,0,0,5
334,07:03 AM,04:42 PM,04:30 PM,06:18 AM,Full Moon,97,17,62,7,44,10,50,0.0,7.0,2,1500,15,59,3,5,257,WSW,122,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,38,10,6,1022,31,62,15,59,1,33,15,59,4,6,15,59,0,82,0,60,61,0,0,0,0,0,4
334,07:03 AM,04:42 PM,04:30 PM,06:18 AM,Full Moon,97,17,62,7,44,10,50,0.0,7.0,2,1600,13,56,2,3,261,W,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,46,10,6,1022,31,75,13,56,2,35,13,56,3,5,13,56,0,84,0,74,35,0,0,0,0,0,4
334,07:03 AM,04:42 PM,04:30 PM,06:18 AM,Full Moon,97,17,62,7,44,10,50,0.0,7.0,2,1700,12,53,1,2,266,W,122,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,53,10,6,1021,31,88,12,53,2,36,12,53,2,3,12,53,0,86,0,88,9,0,0,0,0,0,1
334,07:03 AM,04:42 PM,04:30 PM,06:18 AM,Full Moon,97,17,62,7,44,10,50,0.0,7.0,2,1800,11,51,2,4,202,SSW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,54,10,6,1022,31,74,11,51,2,35,10,50,4,7,10,50,0,85,0,71,35,0,0,0,0,0,1
334,07:03 AM,04:42 PM,04:30 PM,06:18 AM,Full Moon,97,17,62,7,44,10,50,0.0,7.0,2,1900,10,49,3,5,138,SE,122,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,56,10,6,1023,31,60,10,49,1,34,9,48,7,11,9,48,0,83,0,53,60,0,0,0,0,0,1
334,07:03 AM,04:42 PM,04:30 PM,06:18 AM,Full Moon,97,17,62,7,44,10,50,0.0,7.0,2,2000,9,47,4,7,75,ENE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,57,10,6,1023,31,46,9,47,1,33,8,46,9,15,8,46,0,82,0,36,86,0,0,0,0,0,1
334,07:03 AM,04:42 PM,04:30 PM,06:18 AM,Full Moon,97,17,62,7,44,10,50,0.0,7.0,2,2100,9,47,4,7,73,ENE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,56,10,6,1024,31,49,9,47,0,32,7,45,9,15,7,45,0,85,0,35,81,0,0,0,0,0,1
334,07:03 AM,04:42 PM,04:30 PM,06:18 AM,Full Moon,97,17,62,7,44,10,50,0.0,7.0,2,2200,8,47,4,7,72,ENE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,54,10,6,1024,31,52,8,47,0,31,7,45,9,15,7,45,0,87,0,35,76,0,0,0,0,0,1
334,07:03 AM,04:42 PM,04:30 PM,06:18 AM,Full Moon,97,17,62,7,44,10,50,0.0,7.0,2,2300,8,47,4,7,70,ENE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,53,10,6,1024,31,55,8,47,-1,31,7,45,9,14,7,45,0,90,0,34,71,0,0,0,0,0,1
