System Id,System Name,System Size,Postcode,Number Of Panels,Panel Power,Panel Brand,Number Of Inverters,Inverter Power,Inverter Brand,Orientation,Array Tilt,Shade,Install Date,Latitude,Longitude,Status Interval
48090,country-club-solar,5000,94024,20,250,unknown,20,300,enphase,S,1.0,No,20141101,37.353741,-122.08717,5
